intPIPCategoryID,MCNo,AdditionCount,RecipeColorCategory,vcColourNo,RFT
1,N-008K,0,Dark,TNB24-2837C,1
3,N-16A,0,Dark,TNB24-0240E,1
3,N-16A,1,Dark,TNB24-0240E,0
4,N-002A,5,Medium,TNB24-2973Z,0
1,N-16A,0,Dark,TNB24-0240QA,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
1,N-008F,1,Dark,TNB23-1787D,0
1,N-008F,0,Dark,TNB23-1787D,1
1,N-008F,1,Dark,TNB23-1787D,0
3,N-002B,1,Dark,TNB22-0654C,0
3,N-008B,0,Light,TNB24-0056A,1
1,N-008B,0,Light,TNB24-0056A,1
3,N-008B,1,Light,TNB24-0056A,0
1,N-008D,2,Dark,TNB24-2864A,0
3,N-002B,3,Light,TNB24-2684T,0
4,N-008K,0,Dark,TNB22-1612B,1
3,N-16A,2,Light,TNB24-0471C,0
3,N-008G,1,Dark,TNB24-0226C,0
1,N-002B,1,Dark,TNB24-0294A,0
3,N-008A,0,Dark,TNC24-0228B,1
3,N-008A,2,Dark,TNC24-0228B,0
3,N-008B,0,Dark,TNB23-1978A,1
3,N-008B,1,Dark,TNB23-1978A,0
3,N-008B,0,Dark,TNB23-1978A,1
4,N-008K,0,Light,TNB24-0650C,1
4,N-008K,1,Light,TNB24-0650C,0
1,N-008D,1,Dark,TNB24-0511T,0
1,N-008G,2,Dark,TNB24-2865D,0
1,N-006A,1,Dark,TNB24-2268H,0
1,N-16A,0,Light,TNB24-0698BC,1
1,N-16A,1,Light,TNB24-0698BC,0
1,N-008C,0,Dark,TNB17-1962G,1
1,N-008C,0,Dark,TNB17-1962G,1
1,N-008C,0,Dark,TNB17-1962G,1
3,N-008H,2,Light,TNB24-0227B,0
1,N-008A,0,Dark,TNR24-2935E,1
3,N-16A,2,Light,TNB24-0473C,0
2,N-002B,3,Dark,,0
3,N-002B,0,Dark,TNB24-0594D,1
1,N-008G,1,Dark,TNB24-0832T,0
1,N-008E,1,Light,TNB19-2066A,0
3,N-16B,0,Dark,TNB23-2076D,1
4,N-008K,0,Dark,TNB23-3363AD,1
3,N-008D,2,Medium,TNB24-0296F,0
3,N-008D,2,Medium,TNB24-0296F,0
3,N-006A,2,Light,TNB24-0034Q,0
3,N-008H,2,Medium,TNB24-0297G,0
3,N-008G,1,Medium,TNB24-1264E,0
4,N-002B,1,Dark,TNB24-2974Z,0
1,N-16A,1,Light,TNB19-0242BR,0
3,N-008B,0,Dark,TNB23-1978A,1
1,N-008F,0,Dark,TNB23-0241DA,1
1,N-008F,0,Dark,TNB23-0241DA,1
1,N-008F,0,Dark,TNB23-0241DA,1
1,N-008F,0,Dark,TNB23-0241DA,1
1,N-008F,0,Dark,TNB23-0241DA,1
3,N-16A,0,Light,TNB24-0468D,1
3,N-008G,0,Dark,TNB24-0035L,1
3,N-008B,3,Light,TNB24-0056A,0
3,N-008C,1,Dark,TNB24-1474A,0
3,N-008C,0,Dark,TNB24-1474A,1
1,N-002B,1,Light,TNB23-1830B,0
1,N-002B,0,Light,TNB23-1830B,1
1,N-002B,1,Light,TNB23-1830B,0
1,N-002B,3,Light,TNB23-1830B,0
1,N-002B,1,Light,TNB23-1830B,0
1,N-008D,3,Light,TNB24-2586A,0
3,N-002B,4,Light,TNB24-0462P,0
3,N-002B,2,Light,TNB24-0462P,0
4,N-008K,0,Light,TNB24-0650AH,1
4,N-008K,0,Light,TNB24-0650AH,1
3,N-008A,1,Medium,TNB24-0036J,0
3,N-008A,0,Medium,TNB24-0036J,1
1,N-006A,0,Dark,Y50100,1
1,N-16A,0,Dark,TNB24-0035G,1
1,N-16A,0,Dark,TNB24-0035G,1
1,N-008E,1,Light,TNB19-0724X,0
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
1,N-002B,2,Dark,TNB24-0296B,0
3,N-008G,1,Medium,TNB24-0294F,0
1,N-006A,2,Light,TNB24-2763B,0
3,N-008H,0,Light,,1
3,N-008H,2,Light,,0
3,N-008H,1,Light,,0
3,N-008H,0,Light,,1
3,N-008H,0,Light,,1
5,N-002B,2,Dark,TNC21-2024A,0
3,N-008L,1,Dark,TNB20-2320D,0
1,N-006A,3,Light,TNB24-0019L,0
1,N-16A,0,Dark,TNB23-0099B,1
1,N-16A,0,Dark,TNB23-0099B,1
4,N-002B,1,Dark,TNB19-1833AB,0
1,N-006A,3,Light,TNB24-2197F,0
1,N-008B,0,Medium,TNB24-2924B,1
1,N-008B,2,Medium,TNB24-2924B,0
3,N-008L,1,Light,TNB23-2678B,0
3,N-008L,1,Light,TNB23-2678B,0
3,N-008H,0,Medium,TNB24-0295F,1
1,N-008H,0,Medium,TNB24-0295F,1
3,N-008C,1,Dark,TNB24-2265A,0
3,N-006A,2,Light,TNB24-1798A,0
3,N-008F,0,Dark,TNB23-2076D,1
4,N-008L,1,Dark,,0
3,N-008E,1,Light,TNB24-0056A,0
3,N-006A,2,Light,TNB24-0056A,0
3,N-006A,0,Light,TNB24-0056A,1
1,N-16A,0,Dark,TNB23-1978A,1
3,N-16A,0,Dark,TNB23-1978A,1
3,N-16A,0,Dark,TNB23-1978A,1
3,N-16A,0,Dark,TNB23-1978A,1
1,N-008G,1,Dark,TNB24-2108L,0
1,N-002B,2,Light,TNB24-2342A,0
3,N-002A,0,Dark,TNB24-2961C,1
1,N-008K,1,Dark,TNB23-1787H,0
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-008K,2,Dark,TNB24-2472D,0
3,N-008G,1,Light,,0
3,N-008G,1,Light,,0
3,N-16A,1,Dark,TNB23-1978A,0
3,N-16A,0,Dark,TNB23-1978A,1
3,N-16A,0,Dark,TNB23-1978A,1
3,N-002A,2,Dark,TNB24-2882C,0
1,N-008L,0,Dark,TNB24-2476E,1
3,N-008L,0,Dark,TNB24-2476E,1
3,N-008H,0,Light,,1
3,N-008H,2,Light,,0
3,N-008H,1,Light,,0
3,N-006A,0,Light,TNB24-0056A,1
3,N-006A,1,Light,TNB24-0056A,0
3,N-006A,0,Light,TNB24-0056A,1
2,N-008H,1,Dark,TNB22-0500TQ,0
2,N-008H,1,Dark,TNB22-0500TQ,0
3,N-008A,1,Medium,TNB24-0036J,0
1,N-008G,1,Dark,TNB24-2678G,0
2,N-008K,0,Dark,TNB19-2502Y,1
2,N-008K,0,Dark,TNB19-2502Y,1
1,N-002A,1,Dark,TNB24-0140BW,0
1,N-002A,2,Light,TNB24-1019AC,0
1,N-002B,2,Medium,TNB24-2696A,0
1,N-002B,0,Medium,TNB24-2696A,1
1,N-002B,3,Medium,TNB24-2696A,0
1,N-008G,0,Light,TNB24-2201E,1
3,N-008K,2,Dark,TNB24-2373J,0
3,N-008F,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
1,N-008C,0,Dark,TNB23-1787D,1
1,N-008C,1,Dark,TNB23-1787D,0
1,N-008K,0,Light,TNB24-2838D,1
1,N-008K,1,Light,TNB24-2838D,0
3,N-16A,0,Dark,TNB23-1978A,1
3,N-16A,0,Dark,TNB23-1978A,1
3,N-16A,0,Dark,TNB23-1978A,1
3,N-16A,0,Dark,TNB23-1978A,1
3,N-16A,0,Dark,TNB23-1978A,1
1,N-002A,3,Light,TNB24-1107I,0
3,N-008F,0,Dark,TNB23-2076D,1
3,N-008F,1,Dark,TNB23-2076D,0
3,N-008F,1,Dark,TNB23-2076D,0
3,N-008E,1,Light,TNB24-0056A,0
3,N-008E,0,Light,TNB24-0056A,1
1,N-008A,2,Light,TNB24-3089C,0
1,N-002A,3,Light,TNB24-1699C,0
1,N-008F,2,Dark,TNB23-2076D,0
1,N-008M,0,Dark,TNB18-0500CP,1
1,N-008M,0,Dark,TNB18-0500CP,1
3,N-006A,2,Light,TNB23-2253B,0
3,N-006A,0,Light,TNB23-2253B,1
3,N-008C,1,Dark,TNB23-2076D,0
3,N-008C,0,Dark,TNB23-2076D,1
3,N-008C,0,Dark,TNB23-2076D,1
3,N-008C,0,Dark,TNB23-2076D,1
1,N-008K,2,Light,TNB24-0289B,0
1,N-008D,2,Dark,TNB24-0240H,0
1,N-008D,1,Dark,TNB24-0240H,0
1,N-008D,0,Dark,TNB24-0240H,1
1,N-008D,1,Light,TNB24-0227G,0
1,N-008K,0,Light,TNB24-2836A,1
1,N-008K,1,Light,TNB24-2836A,0
1,N-008H,0,Dark,,1
3,N-008E,0,Light,,1
3,N-008E,0,Light,,1
3,N-008E,1,Light,,0
1,N-008D,3,Light,TNB24-2835A,0
1,N-008D,0,Light,TNB24-2835A,1
2,N-16A,1,Dark,TNB19-0240AM,0
2,N-16A,0,Dark,TNB19-0240AM,1
1,N-002B,2,Medium,TNB24-2267E,0
1,N-002B,0,Medium,TNB24-2267E,1
1,N-002B,0,Medium,TNB24-2267E,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,0,Dark,TNB23-2076D,1
3,N-008K,0,Dark,TNB22-0771B,1
3,N-008K,1,Dark,TNB22-0771B,0
3,N-008F,0,Dark,TNB23-2076D,1
3,N-008F,0,Dark,TNB23-2076D,1
3,N-008F,0,Dark,TNB23-2076D,1
3,N-008F,0,Dark,TNB23-2076D,1
1,N-008G,2,Dark,TNB24-2927A,0
3,N-008D,0,Dark,TNB24-0240PD,1
3,N-008D,1,Dark,TNB24-0240PD,0
1,N-006A,5,Light,TNB24-2875C,0
1,N-002B,4,Light,,0
3,N-008K,0,Dark,TNB24-2989Z,1
3,N-008K,0,Dark,TNB24-2989Z,1
2,N-16A,0,Dark,TNB19-0240AM,1
2,N-16A,0,Dark,TNB19-0240AM,1
3,N-008M,0,Dark,TNB23-2077B,1
3,N-008M,2,Dark,TNB23-2077B,0
1,N-008M,0,Dark,TNB23-2077B,1
3,N-008M,0,Dark,TNB23-2077B,1
3,N-002B,0,Dark,TNB24-2468E,1
1,N-008B,0,Dark,TNB24-0240H,1
1,N-008B,0,Dark,TNB24-0240H,1
3,N-008L,2,Dark,TNB21-0459J,0
3,N-008K,1,Dark,TNB24-0600LH,0
3,N-008A,1,Dark,TNB24-1326M,0
1,N-008B,2,Medium,TNB24-2924B,0
2,N-002B,0,Dark,TNB24-2904B,1
1,N-002A,0,Light,TNB19-0724X,1
1,N-008H,1,Dark,,0
1,N-008H,1,Dark,,0
1,N-008H,0,Dark,,1
3,N-008M,5,Dark,TNB24-2655C,0
3,N-008M,1,Dark,TNB24-2655C,0
3,N-008M,0,Dark,TNB24-2655C,1
3,N-008K,0,Dark,TNB22-0220B,1
1,N-008H,1,Light,TNB24-0292B,0
1,N-002B,1,Light,,0
3,N-008G,1,Light,TNB24-0291A,0
1,N-16A,3,Light,TNB24-0103O,0
3,N-008A,3,Dark,TNB24-0680E,0
1,N-002B,2,Light,,0
1,N-002B,4,Light,,0
1,N-002A,3,Medium,TNB24-1371E,0
1,N-002B,4,Light,TNB24-0898B,0
1,N-002B,0,Light,TNB24-0896B,1
1,N-008G,6,Light,TNB24-2876A,0
1,N-008G,0,Light,TNB24-2876A,1
1,N-008G,3,Light,TNB24-2877B,0
1,N-008K,1,Dark,TNB24-0298B,0
1,N-16A,1,Dark,TNB24-0036M,0
3,N-16B,0,Dark,TNB23-2076D,1
3,N-16B,2,Dark,TNB23-2076D,0
1,N-002A,0,Light,TNC24-2212L,1
3,N-008F,1,Dark,TNB23-1975A,0
3,N-16A,0,Dark,TNB24-2978Z,1
4,N-008K,0,Dark,TNB22-2609E,1
4,N-008K,1,Dark,TNB22-2609E,0
1,N-002A,3,Light,TNC24-2872C,0
2,N-002B,2,Dark,TNB23-1549B,0
4,N-006A,0,Light,TNB24-2975Z,1
4,N-006A,2,Light,TNB19-1831BO,0
1,N-002A,1,Light,TNC24-2874B,0
2,N-002B,0,Dark,TNB23-1901C,1
1,N-008D,1,Light,TNB19-2290AK,0
2,N-002B,1,Dark,,0
3,N-008E,1,Dark,TNB24-2655C,0
1,N-16A,2,Light,TNB24-0303K,0
1,N-008K,0,Dark,TNB24-0288C,1
1,N-008K,0,Dark,TNB24-0288C,1
4,N-002B,0,Light,TNB24-0650E,1
1,N-008A,1,Dark,TNB24-2696A,0
3,N-008G,1,Light,TNB24-2372N,0
3,N-008G,0,Light,TNB24-2372N,1
1,N-006A,4,Light,TNB19-3536BR,0
4,N-002B,1,Dark,TNB24-0157Q,0
3,N-008C,1,Dark,TNB23-2076D,0
2,N-002A,5,Dark,TNB23-1903C,0
3,N-008F,0,Dark,TNB23-1975A,1
3,N-008F,0,Dark,TNB23-1975A,1
3,N-008F,0,Dark,TNB23-1975A,1
1,N-008G,3,Light,TNC22-1031C,0
1,N-006A,4,Light,TNC19-2727H,0
3,N-008C,0,Dark,TNB23-1975A,1
3,N-008C,0,Dark,TNB23-1975A,1
3,N-008C,2,Dark,TNB23-1975A,0
4,N-008K,0,Dark,TNB19-1274S,1
4,N-008K,1,Dark,TNB19-1274S,0
3,N-002A,0,Dark,TNB24-2564I,1
3,N-008B,1,Light,TNB24-2391E,0
3,N-008B,0,Light,TNB24-2391E,1
3,N-008B,1,Light,TNB24-2391E,0
3,N-008B,0,Light,TNB24-2391E,1
4,N-006A,0,Dark,TNB24-2974Z,1
4,N-006A,2,Dark,TNB24-2974Z,0
3,N-008B,3,Light,TNB24-2391E,0
3,N-008B,0,Light,TNB24-2391E,1
3,N-008F,0,Dark,TNB23-1975A,1
3,N-008F,1,Dark,TNB23-1975A,0
1,N-008D,1,Dark,TNB24-1799A,0
1,N-006A,0,Light,TNB19-1912AD,1
5,N-002B,1,Light,TNB24-2652C,0
3,N-008A,2,Dark,TNB20-1052A,0
3,N-008A,1,Dark,TNB20-1052A,0
3,N-16B,0,Dark,TNB19-0241CU,1
4,N-006A,0,Medium,TNB24-2973Z,1
3,N-008B,2,Light,TNB24-2393D,0
3,N-008H,0,Medium,,1
3,N-008H,1,Medium,,0
3,N-008H,1,Medium,,0
1,N-008G,1,Medium,T29907NL,0
3,N-002B,0,Dark,,1
3,N-008C,0,Dark,TNB23-1975A,1
3,N-008C,0,Dark,TNB23-1975A,1
3,N-008C,0,Dark,TNB23-1975A,1
3,N-008C,1,Dark,TNB23-1975A,0
6,N-008G,0,Medium,T20588D,1
6,N-008G,1,Medium,T20588D,0
3,N-002B,0,Light,TNB23-2678B,1
3,N-008B,3,Light,TNB24-0056A,0
3,N-008B,0,Light,TNB24-0056A,1
3,N-008B,4,Light,TNB24-0056A,0
3,N-008B,1,Light,TNB24-0056A,0
3,N-008B,2,Light,TNB24-0056A,0
3,N-002A,5,Light,TNB24-0308D,0
3,N-002B,4,Light,TNB24-2323A,0
4,N-008K,1,Dark,TNB24-0157R,0
4,N-008K,0,Dark,TNB24-0157R,1
2,N-006A,0,Dark,TNB22-0500TQ,1
3,N-008B,4,Light,TNB24-0057C,0
3,N-008B,1,Light,TNB24-0057C,0
3,N-008L,0,Dark,TNB23-0241FW,1
3,N-002B,0,Dark,TNB24-0295F,1
3,N-002A,0,Dark,TNB24-1216C,1
3,N-008D,1,Light,TNB22-1924A,0
1,N-006A,3,Light,TNB20-1282AA,0
1,N-006A,1,Light,TNB20-1282AA,0
1,N-006A,0,Light,TNB20-1282AA,1
1,N-006A,0,Light,TNB20-1282AA,1
1,N-006A,0,Light,TNB20-1282AA,1
3,N-006A,0,Dark,TNB21-1146A,1
3,N-006A,0,Dark,TNB21-1146A,1
1,N-16A,1,Dark,TNB24-2701D,0
1,N-16A,0,Dark,TNB24-2701D,1
3,N-008K,0,Dark,,1
3,N-008K,6,Dark,,0
3,N-008K,0,Dark,,1
3,N-002B,1,Light,TNB24-0827B,0
1,N-008D,0,Medium,TNB24-0293C,1
1,N-008D,1,Light,TNB24-1328S,0
3,N-008D,0,Light,TNB24-1328S,1
1,N-008D,1,Light,TNB24-1328S,0
3,N-008D,0,Light,TNB24-1328S,1
5,N-008L,1,Dark,TNB21-1141J,0
3,N-006A,1,Dark,TNB23-0240BZ,0
3,N-008F,1,Dark,TNB23-1975A,0
3,N-008F,0,Dark,TNB23-1975A,1
1,N-002A,1,Dark,TNB24-0035G,0
1,N-008L,0,Dark,TNB17-1962G,1
1,N-008N,1,Light,,0
1,N-008N,0,Light,,1
3,N-008M,0,Dark,TNB24-0058A,1
3,N-008M,1,Dark,TNB24-0058A,0
3,N-008H,0,Light,,1
3,N-008H,3,Light,,0
3,N-006A,0,Dark,TNB22-0876D,1
3,N-002B,4,Dark,TNB24-0782H,0
4,N-006A,0,Dark,TNB23-0702O,1
3,N-002A,3,Light,TNB24-0473C,0
1,N-006A,0,Light,TNB24-2838D,1
1,N-008D,1,Dark,TNB24-2678G,0
1,N-008C,0,Dark,TNB23-1787H,1
1,N-008C,1,Dark,TNB23-1787H,0
3,N-008G,5,Light,TNB24-0698BT,0
2,N-16B,1,Dark,TNB22-0500TQ,0
1,N-008C,1,Dark,TNB24-1474I,0
3,N-008E,2,Light,TNB23-2253B,0
3,N-008E,3,Light,TNB23-2253B,0
3,N-008E,0,Light,TNB23-2253B,1
1,N-008N,3,Light,,0
1,N-008N,0,Light,,1
1,N-002B,2,Light,TNB24-2586A,0
5,N-008D,1,Light,TNB24-2651I,0
5,N-006A,0,Light,TNB24-2651K,1
5,N-006A,1,Light,TNB24-2651K,0
1,N-008B,4,Light,TNB24-2836A,0
3,N-008F,0,Dark,TNB24-0600LS,1
3,N-008G,0,Dark,TNB24-2535F,1
1,N-008G,0,Dark,TNB24-2535F,1
4,N-008K,0,Dark,TNB23-3363AI,1
3,N-006A,1,Light,TNB24-1065S,0
3,N-002A,0,Dark,TNB23-0336MD,1
3,N-008H,2,Medium,,0
3,N-008H,0,Medium,,1
3,N-008F,0,Dark,TNB17-3178B,1
3,N-008C,1,Dark,TNB24-1474F,0
3,N-008C,0,Dark,TNB24-1474F,1
3,N-008G,2,Dark,TNB24-3147Z,0
2,N-008L,1,Dark,TNB24-2380B,0
1,N-002A,0,Medium,TNB23-0367J,1
1,N-002A,0,Medium,TNB23-0367J,1
1,N-002A,1,Medium,TNB23-0367J,0
1,N-16A,0,Dark,TNB24-0240QA,1
1,N-16A,0,Dark,TNB24-0240QA,1
1,N-16A,1,Dark,TNB24-0240QA,0
3,N-006A,1,Dark,N7933B,0
2,N-002A,2,Dark,TNB24-2903A,0
3,N-008M,1,Dark,TNB24-0058A,0
3,N-008M,1,Dark,TNB24-0058A,0
3,N-002B,2,Dark,TNB24-2536E,0
3,N-002B,0,Dark,TNB24-2536E,1
6,N-008G,0,Dark,TPB18-1745B,1
3,N-008L,1,Dark,TNB24-0241BX,0
1,N-006A,1,Light,TNB24-0698BC,0
1,N-006A,0,Light,TNB24-0698BC,1
1,N-008B,1,Medium,TNB23-1226J,0
1,N-008D,0,Medium,TNB23-3311B,1
1,N-008D,1,Medium,TNB23-3311B,0
2,N-002A,5,Dark,TNB24-1047B,0
4,N-002B,3,Dark,TNB24-0157T,0
1,N-008G,0,Dark,TNB20-1326Q,1
1,N-008G,0,Dark,TNB20-1326Q,1
1,N-008G,1,Dark,TNB20-1326Q,0
1,N-008G,0,Dark,TNB20-1326Q,1
1,N-002B,0,Light,TNB24-2342A,1
1,N-008N,3,Light,,0
3,N-008A,2,Dark,TNR24-2935A,0
3,N-008E,2,Light,,0
3,N-008E,4,Light,,0
3,N-008E,0,Light,,1
4,N-008L,1,Light,TNB23-0241GA,0
1,N-006A,0,Dark,,1
6,N-006A,1,Dark,,0
6,N-006A,1,Dark,,0
1,N-006A,0,Light,TNB19-0242BR,1
1,N-006A,0,Dark,TNB24-0035G,1
1,N-008B,0,Medium,TNB23-1226J,1
1,N-008B,0,Medium,TNB23-1226J,1
1,N-008N,0,Light,,1
3,N-008D,1,Dark,TNB24-2225F,0
3,N-008D,0,Dark,TNB24-2225F,1
2,N-002A,7,Dark,TNC24-2902A,0
2,N-002B,0,Dark,TNB19-0500IA,1
3,N-006A,1,Light,TNC24-2212H,0
1,N-008B,0,Medium,TNB23-1226J,1
1,N-008B,1,Medium,TNB23-1226J,0
1,N-008F,0,Dark,TNB19-0241JK,1
1,N-008F,0,Dark,TNB19-0241JK,1
3,N-008H,0,Medium,,1
3,N-008H,0,Medium,,1
3,N-008H,0,Medium,,1
1,N-008N,0,Light,,1
1,N-008D,1,Dark,TNB20-1328Q,0
1,N-008D,1,Dark,TNB20-1328Q,0
1,N-008D,0,Dark,TNB20-1328Q,1
4,N-008M,2,Dark,,0
4,N-008M,1,Dark,,0
1,N-002B,0,Dark,,1
3,N-008N,0,Light,,1
3,N-008N,0,Light,,1
3,N-008N,3,Light,,0
3,N-008N,1,Light,,0
1,N-002B,0,Dark,,1
4,N-006A,0,Dark,TNB19-1833AB,1
4,N-006A,1,Dark,TNB19-1833AB,0
1,N-002A,0,Dark,TNB24-2108L,1
1,N-002A,1,Dark,TNB24-2108L,0
4,N-008K,3,Dark,TNB24-0157T,0
4,N-008K,0,Dark,TNB24-0157T,1
4,N-006A,6,Dark,TNB22-1612B,0
3,N-002B,0,Dark,TNB21-0240AN,1
1,N-002A,4,Medium,TNB24-2653B,0
1,N-002A,3,Medium,TNB24-2653B,0
3,N-008H,0,Medium,TNB24-2392D,1
3,N-008H,0,Medium,TNB24-2392D,1
3,N-008H,0,Medium,TNB24-2392D,1
2,N-008F,1,Dark,TNB18-2938AB,0
1,N-002B,3,Dark,TNB24-2568A,0
3,N-008E,0,Light,TNB24-2239I,1
3,N-008E,0,Light,TNB24-2239I,1
3,N-008E,0,Light,TNB24-2239I,1
4,N-008E,3,Light,TNB24-2239I,0
1,N-002B,1,Light,TNB24-2569A,0
3,N-002B,2,Medium,TNB24-2069B,0
3,N-002A,0,Light,TNB23-3305A,1
1,N-002A,2,Light,TNB23-3305A,0
3,N-008D,0,Light,TNB24-2699C,1
3,N-008L,0,Dark,TNB23-0241CJ,1
2,N-008L,1,Dark,TNB23-0241CJ,0
1,N-006A,0,Dark,TNB23-0500UM,1
3,N-006A,2,Dark,TNB23-0500UM,0
3,N-006A,1,Dark,TNB23-0500UM,0
3,N-008G,4,Light,TNB22-1632E,0
1,N-008A,2,Light,TNB23-1228U,0
1,N-008A,0,Light,TNB23-1228U,1
1,N-002B,3,Dark,TNB24-1539D,0
3,N-002A,4,Light,TNB24-2323A,0
3,N-002B,0,Light,,1
4,N-006A,2,Light,TNB24-0478A,0
4,N-008K,5,Dark,TNB24-0157R,0
4,N-008K,0,Dark,TNB24-0157R,1
2,N-002B,0,Dark,TNB19-0500IA,1
3,N-002B,0,Light,,1
3,N-002B,2,Light,,0
1,N-008A,0,Light,TNB23-0632C,1
1,N-008A,2,Light,TNB23-0632C,0
1,N-16B,2,Light,TNB24-2924B,0
1,N-16B,0,Light,TNB24-2924B,1
3,N-008G,5,Dark,TNB24-2561O,0
3,N-008G,0,Dark,TNB24-2561O,1
3,N-002B,0,Dark,TNB21-0500JK,1
1,N-008D,4,Light,TNB24-0292L,0
1,N-008D,2,Light,TNB24-0292L,0
1,N-16A,0,Light,TNB23-2729I,1
1,N-16A,3,Light,TNB23-2729I,0
2,N-002A,2,Dark,TNB23-1549B,0
3,N-008E,0,Light,,1
3,N-008E,5,Light,,0
3,N-008M,1,Dark,TNB20-0957G,0
3,N-008M,0,Dark,TNB20-0957G,1
3,N-008L,0,Dark,TNB24-0038AF,1
3,N-008A,2,Dark,TNB24-2214D,0
4,N-008K,0,Dark,TNB24-0157R,1
4,N-008K,0,Dark,TNB24-0157R,1
6,N-008G,1,Medium,T20588D,0
1,N-008H,0,Light,,1
1,N-008H,0,Light,,1
1,N-16A,0,Light,TNB24-2835A,1
1,N-16A,1,Light,TNB24-2835A,0
3,N-008F,0,Dark,TNB23-2076D,1
3,N-008F,1,Dark,TNB23-2076D,0
3,N-008F,0,Dark,TNB23-2076D,1
2,N-002A,2,Dark,TNB23-1903C,0
1,N-008N,1,Dark,,0
1,N-008N,0,Dark,,1
1,N-16B,3,Light,TNB23-1227K,0
1,N-16B,0,Light,TNB23-1227K,1
1,N-006A,1,Dark,TNB24-2865D,0
1,N-008B,1,Medium,TNB23-1226J,0
3,N-008M,0,Dark,TNB24-0600LH,1
2,N-002A,0,Dark,TNB23-1901C,1
3,N-008C,0,Dark,TNB23-2076D,1
3,N-008C,1,Dark,TNB23-2076D,0
1,N-006A,0,Light,TNB24-0019L,1
1,N-006A,4,Light,TNB24-0019L,0
1,N-008L,3,Dark,TNB24-0226D,0
1,N-008L,5,Dark,TNB24-0226D,0
1,N-008L,0,Dark,TNB24-0226D,1
1,N-008H,2,Dark,TNB20-1327V,0
1,N-008E,2,Dark,TNB23-3310B,0
1,N-008A,3,Light,TNB24-0469E,0
3,N-008E,0,Dark,TNB24-0240E,1
3,N-008E,2,Dark,TNB24-0240E,0
3,N-002B,2,Light,TNB24-1278AG,0
1,N-16A,1,Light,TNB23-3308C,0
3,N-002A,4,Dark,TNB24-2937B,0
3,N-002A,4,Dark,TNB24-2937B,0
1,N-008D,0,Dark,TNB23-1788A,1
1,N-008B,0,Dark,TNB24-0297C,1
1,N-008B,1,Dark,TNB24-0297C,0
2,N-008D,0,Dark,TNB22-0500TQ,1
3,N-008C,1,Dark,TNB23-1975A,0
3,N-008C,0,Dark,TNB23-1975A,1
3,N-008C,0,Dark,TNB23-1975A,1
3,N-008K,1,Dark,TNB24-0295F,0
3,N-008L,3,Dark,TNB24-2952C,0
1,N-16A,0,Light,TNB23-0630B,1
1,N-008A,1,Dark,TNB23-3313C,0
3,N-002B,0,Dark,TNB22-1925E,1
1,N-008B,1,Light,TNB23-3312A,0
4,N-008M,3,Dark,TNB23-0241GA,0
4,N-008M,0,Dark,TNB23-0241GA,1
4,N-008K,0,Medium,TNB24-0242M,1
3,N-008C,0,Dark,TNB23-2076D,1
3,N-008C,2,Dark,TNB23-2076D,0
3,N-008C,0,Dark,TNB23-2076D,1
3,N-008C,0,Dark,TNB23-2076D,1
3,N-008A,3,Dark,TNB24-2468E,0
3,N-008F,0,Dark,TNB23-1975A,1
3,N-008F,1,Dark,TNB23-1975A,0
2,N-008D,1,Dark,TNB24-2677C,0
1,N-006A,0,Light,TNB24-2434A,1
1,N-006A,0,Light,TNB24-2434A,1
1,N-002B,0,Light,TNB24-3089C,1
1,N-16B,0,Light,TNB23-1227K,1
1,N-16B,0,Light,TNB23-1227K,1
3,N-008L,1,Dark,TNB24-2698C,0
3,N-008D,1,Medium,TNB24-2697B,0
3,N-008D,0,Medium,TNB24-2697B,1
1,N-002A,1,Light,TNB24-1213C,0
1,N-002A,3,Light,TNB24-1213C,0
1,N-002A,1,Light,TNB24-1213C,0
1,N-002A,1,Light,TNB24-1500F,0
1,N-002A,4,Light,TNB24-1500F,0
1,N-16A,0,Light,TNB24-3027B,1
1,N-16A,1,Light,TNB24-3027B,0
3,N-008D,0,Light,TNB24-0034Q,1
3,N-008D,1,Light,TNB24-0034Q,0
4,N-008K,2,Dark,TNB24-0042N,0
3,N-002B,1,Dark,TNB24-0680E,0
1,N-006A,2,Light,TNB24-2201E,0
5,N-008M,3,Dark,TNB20-0927E,0
5,N-008M,0,Dark,TNB20-0927E,1
1,N-008G,2,Dark,TNB24-0288E,0
1,N-008G,0,Dark,TNB24-0288E,1
1,N-16B,4,Dark,TNB24-3076C,0
1,N-008F,0,Dark,TNB17-1962G,1
1,N-008F,0,Dark,TNB17-1962G,1
